Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-ERA5


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230225:0730,107.67,147.53,7.7,3.45,5.03,0.0
20230225:0830,310.21,361.91,15.18,3.59,5.93,0.0
20230225:0930,401.42,455.14,21.29,3.97,7.45,0.0
20230225:1030,495.66,558.51,25.54,4.1,7.52,0.0
20230225:1130,620.58,702.39,27.46,4.35,7.24,0.0
20230225:1230,577.08,653.0,26.81,4.8,7.45,0.0
20230225:1330,528.61,599.18,23.67,4.91,7.24,0.0
20230225:1430,352.69,405.9,18.42,5.02,7.17,0.0
20230225:1530,219.09,268.43,11.56,4.68,6.55,0.0
20230225:1630,33.71,65.02,3.58,4.18,5.72,0.0
20230225:1730,0.0,0.0,0.0,2.91,4.97,0.0
20230225:1830,0.0,0.0,0.0,2.32,5.03,0.0
20230225:1930,0.0,0.0,0.0,1.85,5.03,0.0
20230225:2030,0.0,0.0,0.0,1.68,4.9,0.0
20230225:2130,0.0,0.0,0.0,1.53,4.69,0.0
20230225:2230,0.0,0.0,0.0,1.23,5.24,0.0
20230225:2330,0.0,0.0,0.0,0.81,4.9,0.0
20230226:0030,0.0,0.0,0.0,0.54,4.69,0.0
20230226:0130,0.0,0.0,0.0,0.16,4.55,0.0
20230226:0230,0.0,0.0,0.0,-0.4,4.0,0.0
20230226:0330,0.0,0.0,0.0,-0.66,3.93,0.0
20230226:0430,0.0,0.0,0.0,-0.86,3.93,0.0
20230226:0530,0.0,0.0,0.0,-0.98,3.52,0.0
20230226:0630,0.0,0.0,-0.35,-0.94,3.38,0.0
20230226:0730,124.27,164.77,8.03,-0.77,3.38,0.0
20230226:0830,308.19,357.66,15.52,1.1,3.72,0.0
20230226:0930,443.9,507.01,21.66,2.95,3.79,0.0
20230226:1030,507.83,578.55,25.91,4.01,4.69,0.0
20230226:1130,359.98,412.48,27.83,4.61,5.79,0.0
20230226:1230,348.84,400.33,27.17,4.92,5.72,0.0
20230226:1330,258.36,301.47,24.02,5.09,5.45,0.0
20230226:1430,270.99,317.1,18.75,5.09,5.24,0.0
20230226:1530,98.06,129.43,11.86,4.93,4.83,0.0
20230226:1630,29.16,56.66,3.86,4.37,4.28,0.0
20230226:1730,0.0,0.0,0.0,3.55,3.59,0.0
20230226:1830,0.0,0.0,0.0,2.42,2.97,0.0
20230226:1930,0.0,0.0,0.0,1.46,2.41,0.0
20230226:2030,0.0,0.0,0.0,0.79,1.93,0.0
20230226:2130,0.0,0.0,0.0,0.09,1.86,0.0
20230226:2230,0.0,0.0,0.0,-1.19,2.28,0.0
20230226:2330,0.0,0.0,0.0,-1.35,2.55,0.0
20230227:0030,0.0,0.0,0.0,-1.36,2.69,0.0
20230227:0130,0.0,0.0,0.0,-1.68,2.41,0.0
20230227:0230,0.0,0.0,0.0,-1.8,2.14,0.0
20230227:0330,0.0,0.0,0.0,-2.12,2.14,0.0
20230227:0430,0.0,0.0,0.0,-2.76,2.28,0.0
20230227:0530,0.0,0.0,0.0,-3.0,2.41,0.0
20230227:0630,0.0,0.0,-0.02,-2.81,1.93,0.0
20230227:0730,89.02,121.11,8.37,-2.43,2.14,0.0
20230227:0830,127.87,158.49,15.87,0.53,2.69,0.0
20230227:0930,234.75,275.73,22.02,2.93,2.28,0.0
20230227:1030,427.42,494.29,26.29,4.48,2.62,0.0
20230227:1130,524.46,607.13,28.21,6.0,3.52,0.0
20230227:1230,461.17,531.71,27.54,6.69,4.55,0.0
20230227:1330,275.94,324.34,24.37,7.18,4.76,0.0
20230227:1430,200.46,241.43,19.07,7.16,4.9,0.0
20230227:1530,112.41,147.6,12.17,7.0,4.07,0.0
20230227:1630,14.69,33.53,4.15,6.69,3.31,0.0
20230227:1730,0.0,0.0,0.0,5.45,2.55,0.0
20230227:1830,0.0,0.0,0.0,4.17,2.28,0.0
20230227:1930,0.0,0.0,0.0,3.09,2.14,0.0
20230227:2030,0.0,0.0,0.0,2.81,2.48,0.0
20230227:2130,0.0,0.0,0.0,3.1,1.86,0.0
20230227:2230,0.0,0.0,0.0,3.14,0.76,0.0
20230227:2330,0.0,0.0,0.0,2.42,0.34,0.0
20230228:0030,0.0,0.0,0.0,2.6,0.97,0.0
20230228:0130,0.0,0.0,0.0,2.73,0.83,0.0
20230228:0230,0.0,0.0,0.0,2.75,1.03,0.0
20230228:0330,0.0,0.0,0.0,2.8,1.66,0.0
20230228:0430,0.0,0.0,0.0,2.56,2.07,0.0
20230228:0530,0.0,0.0,0.0,2.46,2.28,0.0
20230228:0630,0.0,3.29,0.31,2.01,2.28,0.0
20230228:0730,54.26,79.94,8.71,1.44,2.34,0.0
20230228:0830,238.92,283.04,16.23,2.27,2.14,0.0
20230228:0930,406.47,470.93,22.39,3.77,1.93,0.0
20230228:1030,566.09,669.06,26.67,4.9,1.31,0.0
20230228:1130,611.69,735.03,28.59,5.77,0.9,0.0
20230228:1230,604.76,730.31,27.91,6.44,0.76,0.0
20230228:1330,530.85,632.54,24.72,6.7,1.17,0.0
20230228:1430,407.25,484.53,19.4,7.13,1.38,0.0
20230228:1530,230.41,287.53,12.47,7.2,1.52,0.0
20230228:1630,51.03,90.97,4.44,6.7,1.03,0.0
20230228:1730,0.0,0.0,0.0,7.13,1.79,0.0
20230228:1830,0.0,0.0,0.0,5.09,1.59,0.0
20230228:1930,0.0,0.0,0.0,3.49,1.52,0.0
20230228:2030,0.0,0.0,0.0,2.12,1.86,0.0
20230228:2130,0.0,0.0,0.0,1.16,1.86,0.0
20230228:2230,0.0,0.0,0.0,0.2,2.41,0.0
20230228:2330,0.0,0.0,0.0,-0.82,1.86,0.0
20230301:0030,0.0,0.0,0.0,-1.22,0.9,0.0
20230301:0130,0.0,0.0,0.0,-1.64,0.41,0.0
20230301:0230,0.0,0.0,0.0,-2.04,0.21,0.0
20230301:0330,0.0,0.0,0.0,-2.54,0.21,0.0
20230301:0430,0.0,0.0,0.0,-2.82,0.41,0.0
20230301:0530,0.0,0.0,0.0,-2.93,0.41,0.0
20230301:0630,1.11,8.03,0.64,-2.97,0.48,0.0
20230301:0730,128.2,167.38,9.05,-2.69,0.62,0.0
20230301:0830,299.95,348.88,16.58,-1.08,0.97,0.0
20230301:0930,443.61,513.63,22.76,0.9,0.76,0.0
20230301:1030,543.32,635.88,27.05,4.32,1.66,0.0
20230301:1130,571.52,671.21,28.97,5.7,2.21,0.0
20230301:1230,589.12,692.12,28.28,6.42,2.62,0.0
20230301:1330,518.46,606.64,25.07,7.04,2.9,0.0
20230301:1430,391.56,461.16,19.73,7.4,2.83,0.0
20230301:1530,211.19,263.51,12.77,7.49,2.41,0.0
20230301:1630,44.16,78.92,4.73,6.57,2.55,0.0
20230301:1730,0.0,0.0,-3.96,4.97,3.38,0.0
20230301:1830,0.0,0.0,0.0,3.37,3.72,0.0
20230301:1930,0.0,0.0,0.0,2.33,3.52,0.0
20230301:2030,0.0,0.0,0.0,1.95,3.17,0.0
20230301:2130,0.0,0.0,0.0,1.81,2.83,0.0
20230301:2230,0.0,0.0,0.0,0.74,2.28,0.0
20230301:2330,0.0,0.0,0.0,0.99,2.9,0.0
20230302:0030,0.0,0.0,0.0,1.07,3.38,0.0
20230302:0130,0.0,0.0,0.0,1.01,3.31,0.0
20230302:0230,0.0,0.0,0.0,0.81,3.24,0.0
20230302:0330,0.0,0.0,0.0,0.63,3.1,0.0
20230302:0430,0.0,0.0,0.0,0.29,2.9,0.0
20230302:0530,0.0,0.0,0.0,-0.07,3.1,0.0
20230302:0630,0.15,5.9,0.98,-0.2,3.1,0.0
20230302:0730,29.14,47.09,9.4,-0.17,3.1,0.0
20230302:0830,85.37,111.34,16.94,-0.13,2.69,0.0
20230302:0930,214.92,251.65,23.13,0.41,2.41,0.0
20230302:1030,310.26,357.39,27.43,1.42,2.28,0.0
20230302:1130,259.49,303.64,29.35,2.34,2.21,0.0
20230302:1230,292.42,340.88,28.65,3.08,2.41,0.0
20230302:1330,320.89,372.96,25.42,3.96,2.69,0.0
20230302:1430,240.96,285.2,20.05,4.61,2.9,0.0
20230302:1530,121.16,155.25,13.08,4.57,3.17,0.0
20230302:1630,27.26,50.21,5.02,4.07,3.24,0.0
20230302:1730,0.0,0.0,-3.68,3.11,2.48,0.0
20230302:1830,0.0,0.0,0.0,2.15,2.69,0.0
20230302:1930,0.0,0.0,0.0,1.87,2.76,0.0
20230302:2030,0.0,0.0,0.0,1.77,2.62,0.0
20230302:2130,0.0,0.0,0.0,1.51,2.41,0.0
20230302:2230,0.0,0.0,0.0,1.16,1.59,0.0
20230302:2330,0.0,0.0,0.0,0.82,1.79,0.0
20230303:0030,0.0,0.0,0.0,1.21,1.66,0.0
20230303:0130,0.0,0.0,0.0,0.39,1.66,0.0
20230303:0230,0.0,0.0,0.0,-0.2,1.52,0.0
20230303:0330,0.0,0.0,0.0,-0.85,1.86,0.0
20230303:0430,0.0,0.0,0.0,-0.88,2.21,0.0
20230303:0530,0.0,0.0,0.0,-0.81,1.52,0.0
20230303:0630,1.34,8.57,1.32,-0.89,1.31,0.0
20230303:0730,56.17,81.41,9.74,-0.18,1.93,0.0
20230303:0830,98.01,126.48,17.3,1.74,1.38,0.0
20230303:0930,238.3,281.62,23.51,3.35,1.17,0.0
20230303:1030,353.4,411.74,27.81,4.6,1.72,0.0
20230303:1130,334.08,389.9,29.74,5.57,2.62,0.0
20230303:1230,332.81,387.37,29.02,6.2,3.38,0.0
20230303:1330,253.64,300.07,25.77,6.76,3.86,0.0
20230303:1430,227.47,271.68,20.38,6.92,4.14,0.0
20230303:1530,131.33,168.36,13.38,6.93,4.34,0.0
20230303:1630,31.56,58.39,5.3,6.6,3.79,0.0
20230303:1730,0.0,0.0,-3.41,5.77,3.17,0.0
20230303:1830,0.0,0.0,0.0,5.4,2.9,0.0
20230303:1930,0.0,0.0,0.0,5.0,3.03,0.0
20230303:2030,0.0,0.0,0.0,4.78,3.1,0.0
20230303:2130,0.0,0.0,0.0,5.25,3.24,0.0
20230303:2230,0.0,0.0,0.0,5.89,3.1,0.0
20230303:2330,0.0,0.0,0.0,6.28,3.45,0.0
20230304:0030,0.0,0.0,0.0,6.29,3.59,0.0
20230304:0130,0.0,0.0,0.0,6.36,4.0,0.0
20230304:0230,0.0,0.0,0.0,6.21,4.14,0.0
20230304:0330,0.0,0.0,0.0,6.15,4.55,0.0
20230304:0430,0.0,0.0,0.0,6.0,4.83,0.0
20230304:0530,0.0,0.0,0.0,6.08,5.1,0.0
20230304:0630,0.0,5.47,1.66,6.13,5.52,0.0
20230304:0730,28.57,47.55,10.09,6.09,5.52,0.0
20230304:0830,86.6,115.07,17.67,6.0,5.52,0.0
20230304:0930,171.94,207.3,23.88,5.83,5.79,0.0
20230304:1030,129.27,161.71,28.2,5.93,6.48,0.0
20230304:1130,294.23,339.65,30.12,5.7,6.14,0.0
20230304:1230,93.8,123.23,29.4,6.1,6.14,0.0
20230304:1330,122.54,154.51,26.12,5.86,6.34,0.0
20230304:1430,136.48,169.4,20.71,6.14,6.55,0.0
20230304:1530,84.59,114.28,13.69,5.84,6.34,0.0
20230304:1630,18.48,37.38,5.59,5.28,5.93,0.0
20230304:1730,0.0,0.0,-3.13,4.67,4.62,0.0
20230304:1830,0.0,0.0,0.0,4.22,4.28,0.0
20230304:1930,0.0,0.0,0.0,3.98,3.86,0.0
20230304:2030,0.0,0.0,0.0,3.85,3.86,0.0
20230304:2130,0.0,0.0,0.0,3.66,3.72,0.0
20230304:2230,0.0,0.0,0.0,3.26,3.52,0.0
20230304:2330,0.0,0.0,0.0,3.14,3.45,0.0
20230305:0030,0.0,0.0,0.0,3.05,3.38,0.0
20230305:0130,0.0,0.0,0.0,3.05,3.45,0.0
20230305:0230,0.0,0.0,0.0,2.76,4.07,0.0
20230305:0330,0.0,0.0,0.0,2.47,4.48,0.0
20230305:0430,0.0,0.0,0.0,2.74,4.07,0.0
20230305:0530,0.0,0.0,0.0,2.65,3.72,0.0
20230305:0630,3.21,12.15,2.0,2.35,4.0,0.0
20230305:0730,60.18,85.98,10.45,2.19,4.07,0.0
20230305:0830,220.85,261.51,18.03,2.96,3.79,0.0
20230305:0930,283.44,327.77,24.26,4.17,5.17,0.0
20230305:1030,417.64,479.02,28.59,4.83,4.48,0.0
20230305:1130,393.88,452.87,30.51,5.52,5.1,0.0
20230305:1230,382.61,439.98,29.77,5.71,5.17,0.0
20230305:1330,320.24,370.9,26.48,5.78,4.9,0.0
20230305:1430,225.81,267.47,21.03,5.87,5.38,0.0
20230305:1530,149.23,187.51,13.99,5.61,6.07,0.0
20230305:1630,35.36,60.31,5.88,5.37,5.59,0.0
20230305:1730,0.0,0.0,-2.85,4.74,4.69,0.0
20230305:1830,0.0,0.0,0.0,4.23,4.21,0.0
20230305:1930,0.0,0.0,0.0,3.98,4.48,0.0
20230305:2030,0.0,0.0,0.0,3.84,4.69,0.0
20230305:2130,0.0,0.0,0.0,3.47,4.48,0.0
20230305:2230,0.0,0.0,0.0,3.49,3.79,0.0
20230305:2330,0.0,0.0,0.0,2.97,3.1,0.0
20230306:0030,0.0,0.0,0.0,2.48,2.41,0.0
20230306:0130,0.0,0.0,0.0,1.93,2.28,0.0
20230306:0230,0.0,0.0,0.0,1.91,2.14,0.0
20230306:0330,0.0,0.0,0.0,1.78,2.55,0.0
20230306:0430,0.0,0.0,0.0,1.83,2.07,0.0
20230306:0530,0.0,0.0,0.0,1.26,1.52,0.0
20230306:0630,5.45,17.22,2.35,1.06,1.38,0.0
20230306:0730,82.57,111.71,10.8,0.65,1.45,0.0
20230306:0830,245.46,289.85,18.4,1.58,1.24,0.0
20230306:0930,440.75,510.83,24.64,2.66,1.45,0.0
20230306:1030,485.41,564.93,28.98,3.73,1.66,0.0
20230306:1130,419.5,490.12,30.9,4.37,1.52,0.0
20230306:1230,289.91,341.48,30.15,5.12,1.93,0.0
20230306:1330,200.94,241.57,26.83,5.45,2.76,0.0
20230306:1430,124.22,156.95,21.36,5.53,3.72,0.0
20230306:1530,65.01,90.63,14.3,5.29,4.41,0.0
20230306:1630,18.58,34.68,6.17,4.93,3.86,0.0
20230306:1730,0.0,0.0,-2.57,4.11,4.07,0.0
20230306:1830,0.0,0.0,0.0,3.47,5.03,0.0
20230306:1930,0.0,0.0,0.0,3.07,5.93,0.0
20230306:2030,0.0,0.0,0.0,3.13,6.76,0.0
20230306:2130,0.0,0.0,0.0,2.96,7.17,0.0
20230306:2230,0.0,0.0,0.0,2.37,6.62,0.0
20230306:2330,0.0,0.0,0.0,2.33,6.55,0.0
20230307:0030,0.0,0.0,0.0,2.84,6.07,0.0
20230307:0130,0.0,0.0,0.0,3.31,5.79,0.0
20230307:0230,0.0,0.0,0.0,3.73,6.41,0.0
20230307:0330,0.0,0.0,0.0,3.21,7.45,0.0
20230307:0430,0.0,0.0,0.0,2.94,8.0,0.0
20230307:0530,0.0,0.0,0.0,2.84,7.59,0.0
20230307:0630,5.15,15.39,2.7,2.4,7.03,0.0
20230307:0730,42.56,63.55,11.16,2.48,6.69,0.0
20230307:0830,116.01,146.13,18.77,2.95,5.79,0.0
20230307:0930,274.45,317.21,25.03,3.48,5.59,0.0
20230307:1030,439.57,500.47,29.37,3.66,4.9,0.0
20230307:1130,555.33,630.43,31.29,4.36,6.21,0.0
20230307:1230,541.67,618.22,30.53,4.89,5.66,0.0
20230307:1330,412.96,470.57,27.18,4.08,5.31,0.0
20230307:1430,317.6,366.07,21.69,3.92,5.17,0.0
20230307:1530,124.33,156.84,14.6,2.54,4.9,0.0
20230307:1630,55.04,87.85,6.45,2.49,4.28,0.0
20230307:1730,0.0,0.0,-2.29,1.89,3.1,0.0
20230307:1830,0.0,0.0,0.0,0.89,2.76,0.0
20230307:1930,0.0,0.0,0.0,0.15,2.97,0.0
20230307:2030,0.0,0.0,0.0,-0.24,3.03,0.0
20230307:2130,0.0,0.0,0.0,-0.42,3.24,0.0
20230307:2230,0.0,0.0,0.0,-0.19,3.1,0.0
20230307:2330,0.0,0.0,0.0,-0.24,3.52,0.0
20230308:0030,0.0,0.0,0.0,-0.69,3.72,0.0
20230308:0130,0.0,0.0,0.0,-0.91,3.45,0.0
20230308:0230,0.0,0.0,0.0,-1.06,3.17,0.0
20230308:0330,0.0,0.0,0.0,-1.17,3.31,0.0
20230308:0430,0.0,0.0,0.0,-1.29,3.45,0.0
20230308:0530,0.0,0.0,0.0,-1.51,2.76,0.0
20230308:0630,12.79,29.77,3.05,-1.86,2.21,0.0
20230308:0730,95.3,123.51,11.52,-1.8,2.55,0.0
20230308:0830,217.82,255.04,19.14,-1.13,2.0,0.0
20230308:0930,229.79,267.94,25.41,-0.31,2.0,0.0
20230308:1030,255.17,296.14,29.76,0.84,1.79,0.0
20230308:1130,246.0,288.73,31.68,2.03,1.38,0.0
20230308:1230,301.77,352.42,30.9,2.73,1.79,0.0
20230308:1330,295.53,344.53,27.54,3.24,2.14,0.0
20230308:1430,151.88,186.39,22.02,3.47,2.55,0.0
20230308:1530,99.88,129.54,14.9,3.3,2.76,0.0
20230308:1630,26.23,44.94,6.74,3.14,2.34,0.0
20230308:1730,0.0,0.0,-2.01,2.48,1.79,0.0
20230308:1830,0.0,0.0,0.0,1.72,2.07,0.0
20230308:1930,0.0,0.0,0.0,1.06,2.28,0.0
20230308:2030,0.0,0.0,0.0,0.82,2.48,0.0
20230308:2130,0.0,0.0,0.0,0.42,2.48,0.0
20230308:2230,0.0,0.0,0.0,0.64,2.69,0.0
20230308:2330,0.0,0.0,0.0,0.38,2.97,0.0
20230309:0030,0.0,0.0,0.0,0.11,3.24,0.0
20230309:0130,0.0,0.0,0.0,-0.22,3.52,0.0
20230309:0230,0.0,0.0,0.0,-0.36,3.45,0.0
20230309:0330,0.0,0.0,0.0,-0.65,3.03,0.0
20230309:0430,0.0,0.0,0.0,-0.66,3.24,0.0
20230309:0530,0.0,0.0,0.0,-0.58,3.1,0.0
20230309:0630,14.0,31.15,3.4,-0.91,2.76,0.0
20230309:0730,120.03,153.15,11.88,-0.33,3.1,0.0
20230309:0830,335.08,385.05,19.52,0.39,2.97,0.0
20230309:0930,477.32,544.01,25.8,1.49,3.03,0.0
20230309:1030,335.32,387.24,30.16,2.63,2.41,0.0
20230309:1130,207.74,246.98,32.08,3.12,2.28,0.0
20230309:1230,162.39,197.56,31.28,3.25,2.14,0.0
20230309:1330,162.15,197.43,27.89,3.33,2.14,0.0
20230309:1430,102.11,131.5,22.34,3.43,2.41,0.0
20230309:1530,37.74,58.18,15.21,3.25,2.28,0.0
20230309:1630,12.17,26.41,7.03,2.8,1.93,0.0
20230309:1730,0.0,0.0,-1.74,2.37,1.79,0.0
20230309:1830,0.0,0.0,0.0,1.33,2.34,0.0
20230309:1930,0.0,0.0,0.0,0.87,3.03,0.0
20230309:2030,0.0,0.0,0.0,0.76,3.45,0.0
20230309:2130,0.0,0.0,0.0,0.71,3.86,0.0
20230309:2230,0.0,0.0,0.0,0.73,4.21,0.0
20230309:2330,0.0,0.0,0.0,0.6,4.55,0.0
20230310:0030,0.0,0.0,0.0,0.51,5.31,0.0
20230310:0130,0.0,0.0,0.0,0.59,5.38,0.0
20230310:0230,0.0,0.0,0.0,0.57,5.52,0.0
20230310:0330,0.0,0.0,0.0,0.73,5.38,0.0
20230310:0430,0.0,0.0,0.0,0.83,5.52,0.0
20230310:0530,0.0,0.0,0.0,0.72,5.38,0.0
20230310:0630,0.0,5.13,3.76,0.7,5.59,0.0
20230310:0730,26.04,43.41,12.24,0.67,5.38,0.0
20230310:0830,93.02,119.86,19.89,0.74,6.0,0.0
20230310:0930,119.49,148.29,26.19,1.09,5.72,0.0
20230310:1030,130.63,159.14,30.55,1.0,6.21,0.0
20230310:1130,114.0,142.67,32.47,1.0,5.79,0.0
20230310:1230,133.96,163.84,31.66,1.01,6.28,0.0
20230310:1330,105.1,132.8,28.24,1.08,5.52,0.0
20230310:1430,44.78,65.74,22.67,1.1,6.21,0.0
20230310:1530,14.7,28.99,15.51,0.95,6.34,0.0
20230310:1630,4.07,13.55,7.31,0.73,7.03,0.0
20230310:1730,0.0,0.0,-1.46,0.64,7.1,0.0
20230310:1830,0.0,0.0,0.0,0.6,6.62,0.0
20230310:1930,0.0,0.0,0.0,0.62,6.0,0.0
20230310:2030,0.0,0.0,0.0,0.41,5.38,0.0
20230310:2130,0.0,0.0,0.0,0.33,4.9,0.0
20230310:2230,0.0,0.0,0.0,0.43,4.55,0.0
20230310:2330,0.0,0.0,0.0,0.36,5.1,0.0
20230311:0030,0.0,0.0,0.0,0.26,5.1,0.0
20230311:0130,0.0,0.0,0.0,0.32,4.83,0.0
20230311:0230,0.0,0.0,0.0,0.33,4.62,0.0
20230311:0330,0.0,0.0,0.0,0.3,4.14,0.0
20230311:0430,0.0,0.0,0.0,-0.36,3.31,0.0
20230311:0530,0.0,0.0,0.0,-1.25,2.41,0.0
20230311:0630,31.43,66.21,4.11,-2.87,2.34,0.0
20230311:0730,215.49,261.9,12.61,-3.29,2.28,0.0
20230311:0830,415.99,472.29,20.27,-2.15,2.34,0.0
20230311:0930,536.09,607.6,26.58,0.39,3.24,0.0
20230311:1030,602.86,689.45,30.95,2.22,3.66,0.0
20230311:1130,635.63,728.71,32.87,3.43,4.41,0.0
20230311:1230,540.83,617.43,32.04,4.2,4.83,0.0
20230311:1330,424.68,484.43,28.6,4.36,4.9,0.0
20230311:1430,352.14,405.19,23.0,4.47,5.03,0.0
20230311:1530,222.69,268.06,15.81,4.2,5.17,0.0
20230311:1630,69.84,105.62,7.6,3.43,4.48,0.0
20230311:1730,0.0,0.0,-1.18,3.08,4.14,0.0
20230311:1830,0.0,0.0,0.0,2.05,3.86,0.0
20230311:1930,0.0,0.0,0.0,1.18,3.86,0.0
20230311:2030,0.0,0.0,0.0,1.03,3.86,0.0
20230311:2130,0.0,0.0,0.0,0.88,3.59,0.0
20230311:2230,0.0,0.0,0.0,-0.02,3.31,0.0
20230311:2330,0.0,0.0,0.0,-0.4,3.17,0.0
20230312:0030,0.0,0.0,0.0,-0.75,2.62,0.0
20230312:0130,0.0,0.0,0.0,-0.86,2.21,0.0
20230312:0230,0.0,0.0,0.0,-1.06,2.21,0.0
20230312:0330,0.0,0.0,0.0,-0.98,2.62,0.0
20230312:0430,0.0,0.0,0.0,-0.77,2.97,0.0
20230312:0530,0.0,0.0,0.0,-0.65,3.31,0.0
20230312:0630,12.07,26.59,4.47,-0.27,3.72,0.0
20230312:0730,38.06,58.01,12.97,0.0,3.59,0.0
20230312:0830,68.6,92.4,20.65,0.39,3.93,0.0
20230312:0930,111.22,139.42,26.97,1.09,4.48,0.0
20230312:1030,92.85,119.73,31.35,1.77,5.52,0.0
20230312:1130,53.01,75.55,33.26,2.02,6.0,0.0
20230312:1230,54.12,76.86,32.42,2.5,4.97,0.0
20230312:1330,38.35,58.85,28.95,3.49,4.55,0.0
20230312:1430,36.27,56.79,23.32,5.48,4.83,0.0
20230312:1530,24.87,43.13,16.11,7.31,5.66,0.0
20230312:1630,12.49,26.67,7.88,7.92,6.07,0.0
20230312:1730,0.0,0.0,-0.9,7.68,5.52,0.0
20230312:1830,0.0,0.0,0.0,7.2,5.38,0.0
20230312:1930,0.0,0.0,0.0,6.97,5.38,0.0
20230312:2030,0.0,0.0,0.0,7.17,5.45,0.0
20230312:2130,0.0,0.0,0.0,7.44,5.66,0.0
20230312:2230,0.0,0.0,0.0,7.7,5.66,0.0
20230312:2330,0.0,0.0,0.0,8.16,5.72,0.0
20230313:0030,0.0,0.0,0.0,8.35,6.07,0.0
20230313:0130,0.0,0.0,0.0,8.55,6.07,0.0
20230313:0230,0.0,0.0,0.0,8.27,6.14,0.0
20230313:0330,0.0,0.0,0.0,8.57,7.03,0.0
20230313:0430,0.0,0.0,0.0,8.93,8.21,0.0
20230313:0530,0.0,0.0,0.0,9.71,8.97,0.0
20230313:0630,0.0,4.65,4.83,10.54,9.38,0.0
20230313:0730,8.51,21.15,13.34,11.1,9.45,0.0
20230313:0830,30.19,50.48,21.02,11.59,10.28,0.0
20230313:0930,81.24,111.13,27.36,12.35,10.0,0.0
20230313:1030,155.2,195.17,31.75,12.99,10.55,0.0
20230313:1130,225.1,273.63,33.66,14.13,10.34,0.0
20230313:1230,455.55,532.95,32.8,15.04,11.72,0.0
20230313:1330,403.06,475.26,29.31,15.66,11.38,0.0
20230313:1430,329.14,393.0,23.65,15.49,11.45,0.0
20230313:1530,223.98,280.04,16.42,14.81,11.1,0.0
20230313:1630,70.11,110.25,8.17,14.15,10.62,0.0
20230313:1730,0.0,0.0,-0.63,13.29,9.79,0.0
20230313:1830,0.0,0.0,0.0,12.28,8.97,0.0
20230313:1930,0.0,0.0,0.0,11.31,8.48,0.0
20230313:2030,0.0,0.0,0.0,10.81,8.14,0.0
20230313:2130,0.0,0.0,0.0,10.3,7.52,0.0
20230313:2230,0.0,0.0,0.0,10.49,7.03,0.0
20230313:2330,0.0,0.0,0.0,10.42,6.07,0.0
20230314:0030,0.0,0.0,0.0,10.21,6.21,0.0
20230314:0130,0.0,0.0,0.0,10.2,6.34,0.0
20230314:0230,0.0,0.0,0.0,10.6,6.97,0.0
20230314:0330,0.0,0.0,0.0,10.18,7.38,0.0
20230314:0430,0.0,0.0,0.0,9.88,7.59,0.0
20230314:0530,0.0,0.0,0.0,9.53,7.66,0.0
20230314:0630,0.58,7.11,5.19,9.29,7.72,0.0
20230314:0730,9.89,23.09,13.71,9.05,7.79,0.0
20230314:0830,7.41,19.21,21.4,7.45,6.83,0.0
20230314:0930,89.14,115.91,27.75,3.59,7.86,0.0
20230314:1030,308.48,352.93,32.15,4.47,7.52,0.0
20230314:1130,412.99,471.86,34.06,6.15,8.21,0.0
20230314:1230,522.98,594.97,33.18,6.26,8.48,0.0
20230314:1330,559.32,635.23,29.66,6.19,8.48,0.0
20230314:1430,426.43,487.44,23.97,6.06,8.07,0.0
20230314:1530,183.55,224.47,16.72,6.09,8.21,0.0
20230314:1630,77.21,114.3,8.45,5.12,7.52,0.0
20230314:1730,0.0,0.0,-0.35,4.22,6.55,0.0
20230314:1830,0.0,0.0,0.0,3.26,5.52,0.0
20230314:1930,0.0,0.0,0.0,2.57,5.1,0.0
20230314:2030,0.0,0.0,0.0,2.2,5.24,0.0
20230314:2130,0.0,0.0,0.0,2.25,5.1,0.0
20230314:2230,0.0,0.0,0.0,2.0,4.97,0.0
20230314:2330,0.0,0.0,0.0,2.27,4.69,0.0
20230315:0030,0.0,0.0,0.0,1.8,4.0,0.0
20230315:0130,0.0,0.0,0.0,1.38,3.66,0.0
20230315:0230,0.0,0.0,0.0,1.36,3.45,0.0
20230315:0330,0.0,0.0,0.0,0.66,3.17,0.0
20230315:0430,0.0,0.0,0.0,0.12,2.97,0.0
20230315:0530,0.0,0.0,-3.34,0.2,3.1,0.0
20230315:0630,34.1,64.4,5.55,0.5,3.03,0.0
20230315:0730,211.02,258.31,14.08,1.24,3.52,0.0
20230315:0830,352.01,405.39,21.79,2.8,3.79,0.0
20230315:0930,496.41,567.03,28.14,4.09,4.48,0.0
20230315:1030,584.17,671.78,32.55,5.19,4.69,0.0
20230315:1130,673.85,776.81,34.45,5.84,5.45,0.0
20230315:1230,655.8,757.64,33.56,6.34,5.38,0.0
20230315:1330,562.9,650.63,30.01,6.86,4.97,0.0
20230315:1430,417.16,483.92,24.3,7.46,5.17,0.0
20230315:1530,284.55,342.63,17.02,7.42,4.97,0.0
20230315:1630,101.29,149.4,8.73,7.14,3.93,0.0
20230315:1730,0.0,0.0,-0.08,5.65,2.48,0.0
